Customer ID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13907.0,691,1,136.8,2010-01-17 12:22:00,1,1,1,111,3,Hibernating
13908.0,79,4,2369.55,2011-09-21 11:49:00,3,3,4,334,10,Big Spenders
13909.0,422,2,282.85,2010-10-12 17:22:00,1,2,1,121,4,Hibernating
13911.0,56,20,4234.99,2011-10-13 15:43:00,4,5,5,455,14,Champions
13912.0,423,1,124.95,2010-10-12 08:43:00,1,1,1,111,3,Hibernating
13913.0,506,1,42.22,2010-07-21 10:11:00,1,1,1,111,3,Hibernating
13914.0,11,2,626.45,2011-11-28 10:35:00,5,2,3,523,10,New Customers
13915.0,393,1,70.80000000000001,2010-11-10 15:17:00,2,1,1,211,4,Hibernating
13916.0,463,4,1275.81,2010-09-02 10:04:00,1,3,4,134,8,At Risk
13917.0,49,2,272.04,2011-10-21 09:56:00,4,2,1,421,7,New Customers
13918.0,49,2,1212.8400000000001,2011-10-21 12:25:00,4,2,3,423,9,New Customers
13919.0,58,4,1360.68,2011-10-11 14:24:00,4,3,4,434,11,Big Spenders
13920.0,431,4,1774.68,2010-10-04 12:37:00,1,3,4,134,8,At Risk
13921.0,401,4,730.7,2010-11-02 16:32:00,2,3,3,233,8,At Risk
13922.0,351,3,865.2,2010-12-23 10:38:00,2,3,3,233,8,At Risk
13923.0,53,1,351.13,2011-10-17 12:33:00,4,1,2,412,7,New Customers
13924.0,1,6,1838.8500000000001,2011-12-08 09:39:00,5,4,4,544,13,Champions
13925.0,92,4,678.25,2011-09-08 12:47:00,3,3,3,333,9,Potential Loyalists
13926.0,22,1,223.85000000000002,2011-11-16 13:16:00,4,1,1,411,6,New Customers
13927.0,74,2,708.26,2011-09-26 12:00:00,3,2,3,323,8,Others
13928.0,10,4,464.57,2011-11-29 10:33:00,5,3,2,532,10,Potential Loyalists
13929.0,168,11,3494.1,2011-06-23 15:26:00,3,5,5,355,13,Loyal Customers
13930.0,57,2,337.34,2011-10-13 09:45:00,4,2,2,422,8,New Customers
13931.0,95,11,5257.38,2011-09-05 10:12:00,3,5,5,355,13,Loyal Customers
13932.0,294,1,307.4,2011-02-18 12:02:00,2,1,2,212,5,Hibernating
13933.0,108,2,608.79,2011-08-22 14:03:00,3,2,2,322,7,Others
13934.0,263,1,922.1,2011-03-21 08:39:00,2,1,3,213,6,Hibernating
13935.0,596,3,6116.92,2010-04-22 11:21:00,1,3,5,135,9,At Risk
13936.0,179,3,939.6600000000001,2011-06-13 08:47:00,3,3,3,333,9,Potential Loyalists
13937.0,168,2,880.13,2011-06-23 16:35:00,3,2,3,323,8,Others
13938.0,34,1,71.66,2011-11-04 14:37:00,4,1,1,411,6,New Customers
13939.0,22,7,1560.96,2011-11-16 13:33:00,4,4,4,444,12,Champions
13940.0,16,4,839.14,2011-11-22 15:15:00,5,3,3,533,11,Potential Loyalists
13941.0,21,15,10027.18,2011-11-18 09:43:00,4,5,5,455,14,Champions
13942.0,534,1,320.0,2010-06-23 12:35:00,1,1,2,112,4,Hibernating
13943.0,577,1,246.54000000000002,2010-05-11 11:30:00,1,1,1,111,3,Hibernating
13944.0,652,1,200.43,2010-02-24 15:02:00,1,1,1,111,3,Hibernating
13945.0,394,2,854.1500000000001,2010-11-10 10:00:00,2,2,3,223,7,Hibernating
13946.0,78,6,1876.23,2011-09-21 13:33:00,3,4,4,344,11,Loyal Customers
13947.0,64,1,90.60000000000001,2011-10-05 14:42:00,3,1,1,311,5,Others
13948.0,360,4,548.76,2010-12-14 10:18:00,2,3,2,232,7,Others
13949.0,2,6,2427.32,2011-12-07 09:35:00,5,4,4,544,13,Champions
13950.0,10,4,745.0600000000001,2011-11-28 14:44:00,5,3,3,533,11,Potential Loyalists
13951.0,175,3,674.45,2011-06-16 16:43:00,3,3,3,333,9,Potential Loyalists
13952.0,217,14,12823.521,2011-05-06 09:00:00,2,5,5,255,12,At Risk
13953.0,6,12,6640.68,2011-12-02 16:04:00,5,5,5,555,15,Champions
13954.0,1,2,439.92,2011-12-08 12:50:00,5,2,2,522,9,New Customers
13955.0,153,3,544.0699999999999,2011-07-08 17:19:00,3,3,2,332,8,Potential Loyalists
13956.0,4,5,1019.27,2011-12-04 13:20:00,5,4,3,543,12,Loyal Customers
13957.0,417,3,458.25,2010-10-18 10:02:00,1,3,2,132,6,Others
13958.0,379,8,4709.2300000000005,2010-11-25 10:11:00,2,4,5,245,11,At Risk
13959.0,78,6,1064.77,2011-09-21 15:06:00,3,4,3,343,10,Loyal Customers
13960.0,20,2,230.22,2011-11-18 15:27:00,4,2,1,421,7,New Customers
13961.0,391,1,538.4,2010-11-12 14:40:00,2,1,2,212,5,Hibernating
13962.0,21,3,362.8,2011-11-18 08:47:00,4,3,2,432,9,Potential Loyalists
13963.0,307,17,2860.57,2011-02-04 14:43:00,2,5,4,254,11,At Risk
13964.0,386,2,438.9,2010-11-17 13:53:00,2,2,2,222,6,Hibernating
13965.0,476,3,996.61,2010-08-20 10:40:00,1,3,3,133,7,At Risk
13966.0,434,1,384.26,2010-09-30 13:08:00,1,1,2,112,4,Hibernating
13967.0,145,2,166.3,2011-07-17 12:02:00,3,2,1,321,6,Others
13968.0,422,1,123.66,2010-10-12 13:22:00,1,1,1,111,3,Hibernating
13969.0,6,35,12973.460000000001,2011-12-02 15:11:00,5,5,5,555,15,Champions
13970.0,385,2,846.55,2010-11-18 13:21:00,2,2,3,223,7,Hibernating
13971.0,18,14,4667.57,2011-11-21 12:06:00,5,5,5,555,15,Champions
13972.0,70,2,190.25,2011-09-30 11:54:00,3,2,1,321,6,Others
13973.0,286,1,264.7,2011-02-25 15:21:00,2,1,1,211,4,Hibernating
13974.0,48,2,677.72,2011-10-21 14:41:00,4,2,3,423,9,New Customers
13975.0,30,12,5256.4,2011-11-08 13:19:00,4,5,5,455,14,Champions
13976.0,206,4,1192.3600000000001,2011-05-17 09:13:00,2,3,3,233,8,At Risk
13977.0,410,1,519.8100000000001,2010-10-24 14:08:00,1,1,2,112,4,Hibernating
13978.0,14,2,196.79,2011-11-25 11:36:00,5,2,1,521,8,New Customers
13979.0,72,7,3379.93,2011-09-27 13:32:00,3,4,5,345,12,Loyal Customers
13980.0,59,5,768.8199999999999,2011-10-10 13:34:00,3,4,3,343,10,Loyal Customers
13981.0,415,1,331.14,2010-10-20 10:03:00,1,1,2,112,4,Hibernating
13982.0,38,9,3954.29,2011-10-31 16:24:00,4,5,5,455,14,Champions
13983.0,29,21,6753.89,2011-11-10 11:06:00,4,5,5,455,14,Champions
13984.0,26,12,1893.8,2011-11-13 12:38:00,4,5,4,454,13,Champions
13985.0,3,22,10020.86,2011-12-05 17:06:00,5,5,5,555,15,Champions
13986.0,16,1,320.46,2011-11-22 15:00:00,5,1,2,512,8,New Customers
13987.0,379,2,682.54,2010-11-25 10:20:00,2,2,3,223,7,Hibernating
13988.0,19,8,4757.8,2011-11-20 10:15:00,4,4,5,445,13,Champions
13989.0,65,5,2026.06,2011-10-05 09:47:00,3,4,4,344,11,Loyal Customers
13990.0,212,1,311.3,2011-05-10 15:19:00,2,1,2,212,5,Hibernating
13991.0,11,6,852.88,2011-11-27 16:18:00,5,4,3,543,12,Loyal Customers
13992.0,29,3,219.5,2011-11-09 15:23:00,4,3,1,431,8,Potential Loyalists
13993.0,42,19,6775.71,2011-10-28 09:06:00,4,5,5,455,14,Champions
13994.0,3,6,2274.14,2011-12-06 11:05:00,5,4,4,544,13,Champions
13995.0,14,14,3902.01,2011-11-24 14:22:00,5,5,5,555,15,Champions
13996.0,385,2,895.76,2010-11-18 16:27:00,2,2,3,223,7,Hibernating
13997.0,518,3,376.46,2010-07-08 18:06:00,1,3,2,132,6,Others
13998.0,446,3,566.7,2010-09-19 10:20:00,1,3,2,132,6,Others
13999.0,9,29,9502.26,2011-11-29 13:40:00,5,5,5,555,15,Champions
14000.0,210,5,2046.34,2011-05-12 16:50:00,2,4,4,244,10,At Risk
14001.0,45,9,4228.85,2011-10-25 10:31:00,4,5,5,455,14,Champions
14002.0,133,2,529.73,2011-07-28 15:55:00,3,2,2,322,7,Others
14003.0,732,1,209.41,2009-12-07 08:53:00,1,1,1,111,3,Hibernating
14004.0,42,11,6258.45,2011-10-27 14:40:00,4,5,5,455,14,Champions
14005.0,9,5,2874.72,2011-11-30 12:41:00,5,4,4,544,13,Champions
14006.0,115,7,2196.67,2011-08-16 09:39:00,3,4,4,344,11,Loyal Customers
14007.0,512,1,79.48,2010-07-15 09:06:00,1,1,1,111,3,Hibernating
14008.0,431,1,509.04,2010-10-03 13:09:00,1,1,2,112,4,Hibernating
14009.0,197,3,1099.91,2011-05-25 15:47:00,2,3,3,233,8,At Risk
14010.0,564,2,445.15,2010-05-23 13:00:00,1,2,2,122,5,Hibernating
14011.0,479,2,457.82,2010-08-16 15:31:00,1,2,2,122,5,Hibernating
14012.0,277,1,328.8,2011-03-07 12:26:00,2,1,2,212,5,Hibernating
14013.0,109,5,1084.57,2011-08-21 15:01:00,3,4,3,343,10,Loyal Customers
14014.0,76,3,1948.21,2011-09-23 13:18:00,3,3,4,334,10,Big Spenders
14015.0,52,1,917.34,2011-10-18 10:02:00,4,1,3,413,8,New Customers
14016.0,161,11,11403.41,2011-07-01 11:29:00,3,5,5,355,13,Loyal Customers
14017.0,570,1,229.75,2010-05-17 14:52:00,1,1,1,111,3,Hibernating
14018.0,644,1,367.15,2010-03-04 14:23:00,1,1,2,112,4,Hibernating
14019.0,46,3,1421.6100000000001,2011-10-24 10:13:00,4,3,4,434,11,Big Spenders
14020.0,16,4,1249.01,2011-11-23 09:22:00,5,3,4,534,12,Big Spenders
14021.0,154,7,1716.58,2011-07-07 15:46:00,3,4,4,344,11,Loyal Customers
14022.0,224,2,792.15,2011-04-28 14:39:00,2,2,3,223,7,Hibernating
14023.0,6,2,584.07,2011-12-02 13:58:00,5,2,2,522,9,New Customers
14024.0,121,3,645.74,2011-08-10 11:30:00,3,3,3,333,9,Potential Loyalists
14025.0,464,8,4057.9,2010-09-01 10:11:00,1,4,5,145,10,At Risk
14026.0,470,2,713.11,2010-08-26 10:31:00,1,2,3,123,6,Hibernating
14027.0,60,1,104.82,2011-10-10 09:01:00,3,1,1,311,5,Others
14028.0,549,3,10396.5,2010-06-07 13:33:00,1,3,5,135,9,At Risk
14029.0,62,2,467.66,2011-10-07 14:46:00,3,2,2,322,7,Others
14030.0,17,20,7521.8,2011-11-21 16:48:00,5,5,5,555,15,Champions
14031.0,6,44,39019.51,2011-12-02 17:13:00,5,5,5,555,15,Champions
14032.0,1,16,4546.41,2011-12-07 15:23:00,5,5,5,555,15,Champions
14033.0,554,1,109.44,2010-06-02 15:10:00,1,1,1,111,3,Hibernating
14034.0,21,3,648.89,2011-11-17 14:02:00,4,3,3,433,10,Potential Loyalists
14035.0,28,9,2794.75,2011-11-11 10:03:00,4,5,4,454,13,Champions
14036.0,284,1,626.65,2011-02-28 09:26:00,2,1,3,213,6,Hibernating
14037.0,175,6,836.95,2011-06-16 13:57:00,3,4,3,343,10,Loyal Customers
14038.0,77,5,3069.88,2011-09-22 13:37:00,3,4,5,345,12,Loyal Customers
14039.0,32,2,267.28000000000003,2011-11-06 13:48:00,4,2,1,421,7,New Customers
14040.0,40,35,12523.81,2011-10-30 12:42:00,4,5,5,455,14,Champions
14041.0,265,1,141.41,2011-03-18 13:25:00,2,1,1,211,4,Hibernating
14042.0,724,1,431.98,2009-12-14 15:07:00,1,1,2,112,4,Hibernating
14043.0,490,2,302.59999999999997,2010-08-05 18:18:00,1,2,2,122,5,Hibernating
14044.0,26,10,3077.7,2011-11-13 12:05:00,4,5,5,455,14,Champions
14045.0,108,16,10986.63,2011-08-22 15:27:00,3,5,5,355,13,Loyal Customers
14046.0,283,1,154.99,2011-02-28 14:48:00,2,1,1,211,4,Hibernating
14047.0,8,14,3968.11,2011-12-01 11:43:00,5,5,5,555,15,Champions
14048.0,304,3,748.69,2011-02-07 14:53:00,2,3,3,233,8,At Risk
14049.0,16,13,13023.4,2011-11-23 12:20:00,5,5,5,555,15,Champions
14050.0,31,2,746.36,2011-11-08 10:00:00,4,2,3,423,9,New Customers
14051.0,0,37,21770.98,2011-12-09 10:20:00,5,5,5,555,15,Champions
14052.0,19,2,466.66,2011-11-20 12:30:00,4,2,2,422,8,New Customers
14053.0,123,4,572.3,2011-08-07 14:27:00,3,3,2,332,8,Potential Loyalists
14054.0,64,1,92.46000000000001,2011-10-05 15:49:00,3,1,1,311,5,Others
14055.0,105,3,1520.96,2011-08-25 15:04:00,3,3,4,334,10,Big Spenders
14056.0,0,23,8152.71,2011-12-08 13:36:00,5,5,5,555,15,Champions
14057.0,23,22,8346.66,2011-11-16 10:32:00,4,5,5,455,14,Champions
14058.0,462,2,469.19,2010-09-03 09:31:00,1,2,2,122,5,Hibernating
14059.0,266,1,183.6,2011-03-18 10:06:00,2,1,1,211,4,Hibernating
14060.0,4,30,8898.24,2011-12-05 12:29:00,5,5,5,555,15,Champions
14061.0,506,3,917.4300000000001,2010-07-20 17:22:00,1,3,3,133,7,At Risk
14062.0,9,24,25585.65,2011-11-30 10:04:00,5,5,5,555,15,Champions
14063.0,437,9,22710.2,2010-09-27 16:18:00,1,5,5,155,11,At Risk
14064.0,28,15,3260.2400000000002,2011-11-10 13:14:00,4,5,5,455,14,Champions
14065.0,388,3,891.02,2010-11-15 16:13:00,2,3,3,233,8,At Risk
14066.0,266,1,152.55,2011-03-18 12:21:00,2,1,1,211,4,Hibernating
14067.0,63,2,374.7,2011-10-07 10:21:00,3,2,2,322,7,Others
14068.0,319,4,1516.72,2011-01-23 16:02:00,2,3,4,234,9,At Risk
14069.0,514,2,225.81,2010-07-13 12:12:00,1,2,1,121,4,Hibernating
14070.0,684,1,321.6,2010-01-24 12:27:00,1,1,2,112,4,Hibernating
14071.0,3,8,1437.57,2011-12-06 12:27:00,5,4,4,544,13,Champions
14072.0,666,1,390.85,2010-02-11 12:31:00,1,1,2,112,4,Hibernating
14073.0,31,1,151.04,2011-11-07 15:49:00,4,1,1,411,6,New Customers
14074.0,622,1,219.4,2010-03-26 13:55:00,1,1,1,111,3,Hibernating
14075.0,4,6,1734.87,2011-12-05 08:38:00,5,4,4,544,13,Champions
14076.0,128,1,118.67,2011-08-02 15:19:00,3,1,1,311,5,Others
14077.0,40,6,615.08,2011-10-30 12:35:00,4,4,3,443,11,Loyal Customers
14078.0,101,9,1553.47,2011-08-30 12:16:00,3,5,4,354,12,Loyal Customers
14079.0,124,2,618.73,2011-08-07 12:10:00,3,2,3,323,8,Others
14080.0,32,5,1115.68,2011-11-07 11:09:00,4,4,3,443,11,Loyal Customers
14081.0,301,10,4867.57,2011-02-10 16:17:00,2,5,5,255,12,At Risk
14082.0,364,2,413.36,2010-12-10 11:02:00,2,2,2,222,6,Hibernating
14083.0,3,11,1082.19,2011-12-05 13:14:00,5,5,3,553,13,Loyal Customers
14084.0,511,1,150.5,2010-07-15 14:36:00,1,1,1,111,3,Hibernating
14085.0,1,33,9720.67,2011-12-07 13:46:00,5,5,5,555,15,Champions
14086.0,462,1,39.95,2010-09-03 10:52:00,1,1,1,111,3,Hibernating
14087.0,2,3,829.47,2011-12-07 12:41:00,5,3,3,533,11,Potential Loyalists
14088.0,9,16,64036.8,2011-11-29 16:16:00,5,5,5,555,15,Champions
14089.0,56,1,158.75,2011-10-14 10:38:00,4,1,1,411,6,New Customers
14090.0,324,1,76.32000000000001,2011-01-19 10:51:00,2,1,1,211,4,Hibernating
14091.0,653,2,9530.08,2010-02-23 15:17:00,1,2,5,125,8,Hibernating
14092.0,7,24,7229.45,2011-12-02 12:13:00,5,5,5,555,15,Champions
14093.0,11,1,433.86,2011-11-27 16:27:00,5,1,2,512,8,New Customers
14094.0,439,1,311.77,2010-09-26 11:58:00,1,1,2,112,4,Hibernating
14095.0,722,1,2.95,2009-12-17 12:49:00,1,1,1,111,3,Hibernating
14096.0,3,17,65164.79,2011-12-05 17:17:00,5,5,5,555,15,Champions
14097.0,480,2,422.86,2010-08-15 14:20:00,1,2,2,122,5,Hibernating
14098.0,36,1,147.35,2011-11-03 10:13:00,4,1,1,411,6,New Customers
14099.0,15,20,5750.91,2011-11-23 13:53:00,5,5,5,555,15,Champions
14100.0,137,1,191.95,2011-07-25 11:01:00,3,1,1,311,5,Others
14101.0,73,13,9961.93,2011-09-27 12:28:00,3,5,5,355,13,Loyal Customers
14102.0,4,5,1105.8799999999999,2011-12-04 15:38:00,5,4,3,543,12,Loyal Customers
14103.0,664,1,0.0,2010-02-12 14:58:00,1,1,1,111,3,Hibernating
14104.0,154,5,743.53,2011-07-08 12:50:00,3,4,3,343,10,Loyal Customers
14105.0,238,5,5988.83,2011-04-14 17:58:00,2,4,5,245,11,At Risk
14106.0,736,1,214.8,2009-12-02 14:09:00,1,1,1,111,3,Hibernating
14107.0,51,11,4877.3,2011-10-19 12:12:00,4,5,5,455,14,Champions
14108.0,30,4,1044.96,2011-11-09 10:41:00,4,3,3,433,10,Potential Loyalists
14109.0,72,1,144.2,2011-09-28 10:18:00,3,1,1,311,5,Others
14110.0,3,33,12987.95,2011-12-06 12:26:00,5,5,5,555,15,Champions
14111.0,13,4,692.85,2011-11-25 13:44:00,5,3,3,533,11,Potential Loyalists
14112.0,22,13,5834.59,2011-11-17 12:30:00,4,5,5,455,14,Champions
14113.0,3,16,7092.610000000001,2011-12-06 12:18:00,5,5,5,555,15,Champions
14114.0,273,7,1364.09,2011-03-11 09:42:00,2,4,4,244,10,At Risk
14115.0,501,2,622.67,2010-07-26 12:36:00,1,2,3,123,6,Hibernating
14116.0,19,5,1382.74,2011-11-20 10:29:00,4,4,4,444,12,Champions
14117.0,143,1,90.0,2011-07-19 09:49:00,3,1,1,311,5,Others
14118.0,428,1,458.45,2010-10-07 11:59:00,1,1,2,112,4,Hibernating
14119.0,375,2,183.37,2010-11-29 10:33:00,2,2,1,221,5,Hibernating
14121.0,3,4,2780.15,2011-12-06 12:19:00,5,3,4,534,12,Big Spenders
14122.0,405,3,362.42,2010-10-29 15:11:00,2,3,2,232,7,Others
14123.0,732,1,436.18,2009-12-06 15:35:00,1,1,2,112,4,Hibernating
14124.0,83,1,419.58,2011-09-16 13:32:00,3,1,2,312,6,Others
14125.0,10,3,2720.63,2011-11-29 12:47:00,5,3,4,534,12,Big Spenders
14126.0,7,4,1172.46,2011-12-02 11:45:00,5,3,3,533,11,Potential Loyalists
14127.0,122,6,1900.0800000000002,2011-08-09 10:49:00,3,4,4,344,11,Loyal Customers
14128.0,60,3,924.21,2011-10-10 12:00:00,3,3,3,333,9,Potential Loyalists
14129.0,1,9,2591.34,2011-12-08 11:02:00,5,5,4,554,14,Champions
14130.0,318,4,1858.77,2011-01-24 16:05:00,2,3,4,234,9,At Risk
14131.0,648,1,168.22,2010-03-01 11:59:00,1,1,1,111,3,Hibernating
14132.0,1,11,3586.03,2011-12-07 13:35:00,5,5,5,555,15,Champions
14133.0,129,4,911.14,2011-08-02 11:34:00,3,3,3,333,9,Potential Loyalists
14134.0,382,15,11123.35,2010-11-22 12:26:00,2,5,5,255,12,At Risk
14135.0,1,24,8839.67,2011-12-08 11:38:00,5,5,5,555,15,Champions
14136.0,400,5,1570.81,2010-11-04 11:53:00,2,4,4,244,10,At Risk
14137.0,695,1,332.7,2010-01-13 12:30:00,1,1,2,112,4,Hibernating
14138.0,1,2,965.88,2011-12-08 12:44:00,5,2,3,523,10,New Customers
14139.0,45,4,1086.8,2011-10-24 13:34:00,4,3,3,433,10,Potential Loyalists
14140.0,3,2,935.05,2011-12-06 09:05:00,5,2,3,523,10,New Customers
14141.0,2,4,915.13,2011-12-07 09:53:00,5,3,3,533,11,Potential Loyalists
14142.0,372,2,671.34,2010-12-01 16:33:00,2,2,3,223,7,Hibernating
14143.0,133,1,115.8,2011-07-29 09:48:00,3,1,1,311,5,Others
14144.0,485,1,30.6,2010-08-10 15:17:00,1,1,1,111,3,Hibernating
14145.0,46,7,7600.05,2011-10-24 12:10:00,4,4,5,445,13,Champions
14146.0,8,12,9450.3,2011-12-01 10:18:00,5,5,5,555,15,Champions
14147.0,77,9,2590.2,2011-09-22 18:10:00,3,5,4,354,12,Loyal Customers
14148.0,233,2,466.29,2011-04-20 12:02:00,2,2,2,222,6,Hibernating
14149.0,220,1,446.62,2011-05-03 09:44:00,2,1,2,212,5,Hibernating
14150.0,35,2,658.64,2011-11-04 10:05:00,4,2,3,423,9,New Customers
14151.0,672,2,679.45,2010-02-04 15:35:00,1,2,3,123,6,Hibernating
14152.0,74,7,1997.3400000000001,2011-09-25 12:54:00,3,4,4,344,11,Loyal Customers
14153.0,482,1,233.39999999999998,2010-08-13 14:35:00,1,1,1,111,3,Hibernating
14154.0,238,8,6460.7,2011-04-14 16:26:00,2,4,5,245,11,At Risk
14155.0,265,1,118.75,2011-03-18 14:13:00,2,1,1,211,4,Hibernating
14156.0,9,156,313437.62,2011-11-30 10:54:00,5,5,5,555,15,Champions
14157.0,19,5,978.69,2011-11-20 11:32:00,4,4,3,443,11,Loyal Customers
14158.0,39,1,507.65999999999997,2011-10-30 15:08:00,4,1,2,412,7,New Customers
14159.0,19,20,7860.8,2011-11-20 12:36:00,4,5,5,455,14,Champions
14160.0,609,7,8421.47,2010-04-08 14:30:00,1,4,5,145,10,At Risk
14161.0,215,7,2996.93,2011-05-08 11:41:00,2,4,5,245,11,At Risk
14162.0,173,2,289.36,2011-06-19 11:36:00,3,2,2,322,7,Others
14163.0,86,5,2594.62,2011-09-13 15:18:00,3,4,4,344,11,Loyal Customers
14164.0,70,2,1631.77,2011-09-30 12:24:00,3,2,4,324,9,Big Spenders
14165.0,275,1,120.44,2011-03-09 12:39:00,2,1,1,211,4,Hibernating
14166.0,504,2,251.15,2010-07-22 19:42:00,1,2,1,121,4,Hibernating
14167.0,38,8,1274.29,2011-10-31 14:29:00,4,4,4,444,12,Champions
14168.0,420,2,370.45,2010-10-15 10:49:00,1,2,2,122,5,Hibernating
14169.0,430,2,621.51,2010-10-05 08:45:00,1,2,3,123,6,Hibernating
14170.0,374,3,570.18,2010-11-29 13:10:00,2,3,2,232,7,Others
14171.0,97,2,498.79,2011-09-02 16:43:00,3,2,2,322,7,Others
14172.0,604,3,369.02,2010-04-13 13:26:00,1,3,2,132,6,Others
14173.0,10,6,586.0,2011-11-29 11:54:00,5,4,2,542,11,Loyal Customers
14174.0,32,1,134.46,2011-11-06 13:17:00,4,1,1,411,6,New Customers
14175.0,59,8,7678.88,2011-10-11 11:55:00,3,4,5,345,12,Loyal Customers
14176.0,296,5,756.46,2011-02-15 13:12:00,2,4,3,243,9,At Risk
14177.0,85,13,2209.69,2011-09-14 15:11:00,3,5,4,354,12,Loyal Customers
14178.0,8,7,1600.26,2011-12-01 12:01:00,5,4,4,544,13,Champions
14179.0,40,2,701.57,2011-10-30 12:07:00,4,2,3,423,9,New Customers
14180.0,10,33,6117.5,2011-11-29 10:56:00,5,5,5,555,15,Champions
14181.0,410,2,308.35,2010-10-25 08:27:00,1,2,2,122,5,Hibernating
14182.0,443,4,678.77,2010-09-22 11:45:00,1,3,3,133,7,At Risk
14183.0,410,2,278.34000000000003,2010-10-24 14:45:00,1,2,1,121,4,Hibernating
14184.0,66,1,452.89,2011-10-04 12:43:00,3,1,2,312,6,Others
14185.0,330,1,197.65,2011-01-12 13:52:00,2,1,1,211,4,Hibernating
14186.0,426,5,1550.63,2010-10-08 13:30:00,1,4,4,144,9,At Risk
14187.0,473,1,123.5,2010-08-23 12:06:00,1,1,1,111,3,Hibernating
14188.0,30,6,2054.36,2011-11-09 12:45:00,4,4,4,444,12,Champions
14189.0,1,16,5503.150000000001,2011-12-07 15:55:00,5,5,5,555,15,Champions
14190.0,665,1,79.9,2010-02-11 14:27:00,1,1,1,111,3,Hibernating
14191.0,1,15,4817.66,2011-12-08 09:23:00,5,5,5,555,15,Champions
14192.0,387,1,293.74,2010-11-16 17:44:00,2,1,2,212,5,Hibernating
14193.0,67,3,1210.19,2011-10-03 09:34:00,3,3,3,333,9,Potential Loyalists
14194.0,4,36,18670.59,2011-12-05 10:38:00,5,5,5,555,15,Champions
14195.0,201,6,2615.6,2011-05-22 10:29:00,2,4,4,244,10,At Risk
14196.0,106,1,335.52,2011-08-25 10:25:00,3,1,2,312,6,Others
14197.0,410,1,390.05,2010-10-25 10:01:00,1,1,2,112,4,Hibernating
14198.0,17,9,1569.73,2011-11-21 16:35:00,5,5,4,554,14,Champions
14199.0,217,4,1091.7,2011-05-05 13:44:00,2,3,3,233,8,At Risk
14200.0,616,1,379.2,2010-04-01 13:01:00,1,1,2,112,4,Hibernating
14201.0,59,10,1193.54,2011-10-10 13:27:00,3,5,3,353,11,Loyal Customers
14202.0,380,3,847.76,2010-11-23 17:13:00,2,3,3,233,8,At Risk
14203.0,396,1,339.34,2010-11-07 13:35:00,2,1,2,212,5,Hibernating
14204.0,1,4,1024.83,2011-12-07 13:38:00,5,3,3,533,11,Potential Loyalists
14205.0,16,9,2414.2,2011-11-23 10:55:00,5,5,4,554,14,Champions
14206.0,238,3,1185.01,2011-04-14 16:38:00,2,3,3,233,8,At Risk
14207.0,687,1,157.8,2010-01-21 09:33:00,1,1,1,111,3,Hibernating
14208.0,94,2,567.05,2011-09-06 12:48:00,3,2,2,322,7,Others
14209.0,10,15,4993.27,2011-11-29 10:18:00,5,5,5,555,15,Champions
14210.0,105,16,5556.570000000001,2011-08-26 12:36:00,3,5,5,355,13,Loyal Customers
14211.0,52,18,4402.29,2011-10-17 13:23:00,4,5,5,455,14,Champions
14212.0,89,2,2190.14,2011-09-11 12:45:00,3,2,4,324,9,Big Spenders
14213.0,404,1,1192.2,2010-10-31 10:37:00,2,1,3,213,6,Hibernating
14214.0,30,5,1004.38,2011-11-09 10:31:00,4,4,3,443,11,Loyal Customers
14215.0,11,9,3250.33,2011-11-28 12:19:00,5,5,5,555,15,Champions
14216.0,2,5,2150.04,2011-12-06 14:56:00,5,4,4,544,13,Champions
14217.0,1,23,3298.59,2011-12-08 11:53:00,5,5,5,555,15,Champions
14218.0,42,1,169.48000000000002,2011-10-28 10:00:00,4,1,1,411,6,New Customers
14219.0,3,3,633.83,2011-12-05 16:23:00,5,3,3,533,11,Potential Loyalists
14220.0,246,4,1515.0,2011-04-06 13:23:00,2,3,4,234,9,At Risk
14221.0,41,17,6517.49,2011-10-28 13:42:00,4,5,5,455,14,Champions
14222.0,176,1,683.17,2011-06-15 16:42:00,3,1,3,313,7,Others
14223.0,91,3,991.13,2011-09-08 13:38:00,3,3,3,333,9,Potential Loyalists
14224.0,109,9,1841.71,2011-08-21 13:24:00,3,5,4,354,12,Loyal Customers
14225.0,434,4,2031.07,2010-10-01 10:32:00,1,3,4,134,8,At Risk
14226.0,28,6,2985.13,2011-11-11 11:34:00,4,4,5,445,13,Champions
14227.0,25,15,6368.71,2011-11-13 15:48:00,4,5,5,455,14,Champions
14228.0,437,3,745.5,2010-09-28 09:45:00,1,3,3,133,7,At Risk
14229.0,51,7,2594.04,2011-10-19 10:04:00,4,4,4,444,12,Champions
14230.0,435,3,979.8000000000001,2010-09-30 09:07:00,1,3,3,133,7,At Risk
14231.0,183,4,1235.6200000000001,2011-06-09 11:05:00,3,3,4,334,10,Big Spenders
14232.0,42,5,2048.07,2011-10-28 11:09:00,4,4,4,444,12,Champions
14233.0,48,7,2904.27,2011-10-21 15:54:00,4,4,4,444,12,Champions
14234.0,21,4,754.12,2011-11-17 17:53:00,4,3,3,433,10,Potential Loyalists
14235.0,74,9,4717.99,2011-09-25 14:37:00,3,5,5,355,13,Loyal Customers
14236.0,80,5,1555.34,2011-09-20 09:13:00,3,4,4,344,11,Loyal Customers
